rowid,SiteName,Province_y,Ecoregion,Type,Latitude,Longitude,Year,Date,Phylum,Class,Order,Family,Genus,Species,Count,EPT_index,EPT_to_Total_Ratio,EPT_Class,SamplingDevice,StreamOrder,Velocity-Avg,Depth-Avg,General-Conductivity,Chl-a,General-DO,General-TempWater,General-Turbidity,General-pH,Nitrogen-TN,Phosphorus-TP,As,Se
2310,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2311,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2312,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,4,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2313,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,4,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2314,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2315,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum trigonum,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2316,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum trigonum,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2317,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2318,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,12,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2319,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,7,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2320,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2321,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,7,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2322,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Tribelos,Tribelos jucundus,4,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2323,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Tribelos,Tribelos jucundus,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2324,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Tribelos,Tribelos jucundus,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2325,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia/Palpomyia,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2326,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Ceratopogonidae,Probezzia,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2327,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2328,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2329,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2330,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2331,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Agraylea,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2332,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Mystacides,Mystacides sepulchralis,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2333,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Mystacides,Mystacides sepulchralis,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2334,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Mystacides,Mystacides sepulchralis,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2335,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche albida,4,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2336,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche albida,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2337,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2338,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2339,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2340,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Ancylidae,Ferrissia,Ferrissia parallelus,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2341,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,,,,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2342,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,Gyraulus deflectus,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2343,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2344,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,,46,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2345,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,,99,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2346,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,,34,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2347,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,,8,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2348,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,,33,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2349,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Planorbidae,Promenetus,Promenetus exacuous,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2350,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Planorbidae,Promenetus,Promenetus exacuous,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2351,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,Valvata sincera,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2352,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2353,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,Valvata tricarinata,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2354,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,Valvata tricarinata,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2355,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,Valvata tricarinata,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2356,St. Lawrence River,ON,Frontenac Axis,River,44.34555556,-76.04722222,2006,10/26/2006,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,,1,0.0823,8.2278,Poor,Mini-Box Core,,,,213,,10.11,9.68,,8.14,9370,0.0146,0.5,
2357,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,Dreissena bugensis,6,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2358,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,Dreissena bugensis,16,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2359,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,Dreissena bugensis,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2360,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,Dreissena bugensis,11,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2361,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,Dreissena polymorpha,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2362,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,Dreissena polymorpha,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2363,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2364,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2365,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2366,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2367,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2368,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2369,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2370,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Hirudinida,Glossiphoniidae,,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2371,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Hirudinida,Glossiphoniidae,Helobdella,Helobdella stagnalis,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2372,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Hirudinida,Glossiphoniidae,Helobdella,Helobdella stagnalis,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2373,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Tubificida,Naididae,Stylaria,Stylaria lacustris,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2374,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Tubificida,Naididae,Immatures with cheatal hairs,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2375,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2376,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,5,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2377,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2378,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2379,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2380,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2381,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2382,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2383,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,7,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2384,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,6,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2385,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,8,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2386,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,22,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2387,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,Prostoma,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2388,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Clinotanypus,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2389,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Clinotanypus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2390,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Clinotanypus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2391,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2392,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2393,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Parachironomus,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2394,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Paralauterborniella,Paralauterborniella nigrohalterale,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2395,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum halterale,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2396,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum trigonum,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2397,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum trigonum,4,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2398,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum trigonum,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2399,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum trigonum,8,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2400,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2401,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2402,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia/Palpomyia,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2403,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Leptocerus,Leptocerus americanus,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2404,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis furva,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2405,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Planorbidae,Armiger,Armiger crista,1,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2406,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,,,,,9,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
2407,St. Lawrence River,ON,Frontenac Axis,River,44.35666667,-76.01875,2006,10/25/2006,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,223,,10.19,10.67,,8.32,6700,0.011,0.5,
